lr: 0.05
batch_size: 256
txt_file_name: ./preparing_clip/pth/cifar100_a_photo_of_label.pth
Epoch: [0][0/196]	 loss 35.03744	 loss_align: 27.8351 loss_distill: 7.2024 
Epoch: [80][50/196]	 loss 2.53479	 loss_align: 0.1133 loss_distill: 2.4215 
Epoch: [80][55/196]	 loss 2.71994	 loss_align: 0.1140 loss_distill: 2.6059 
Epoch: [80][60/196]	 loss 2.66212	 loss_align: 0.0662 loss_distill: 2.5960 
Epoch: [80][65/196]	 loss 2.49985	 loss_align: 0.1109 loss_distill: 2.3890 
Epoch: [80][70/196]	 loss 2.72977	 loss_align: 0.0726 loss_distill: 2.6572 
Epoch: [80][75/196]	 loss 2.65470	 loss_align: 0.0684 loss_distill: 2.5863 
Epoch: [80][80/196]	 loss 2.65578	 loss_align: 0.1103 loss_distill: 2.5455 
Epoch: [80][85/196]	 loss 2.62516	 loss_align: 0.0835 loss_distill: 2.5417 
Epoch: [80][90/196]	 loss 2.91860	 loss_align: 0.1304 loss_distill: 2.7882 
Epoch: [80][95/196]	 loss 2.64186	 loss_align: 0.0894 loss_distill: 2.5524 
Epoch: [80][100/196]	 loss 2.55567	 loss_align: 0.1084 loss_distill: 2.4473 
Epoch: [80][105/196]	 loss 2.62086	 loss_align: 0.1067 loss_distill: 2.5142 
Epoch: [80][110/196]	 loss 2.67767	 loss_align: 0.0869 loss_distill: 2.5908 
Epoch: [80][115/196]	 loss 2.51968	 loss_align: 0.1101 loss_distill: 2.4096 
Epoch: [80][120/196]	 loss 2.43722	 loss_align: 0.0974 loss_distill: 2.3398 
Epoch: [80][125/196]	 loss 2.83082	 loss_align: 0.0799 loss_distill: 2.7509 
Epoch: [80][130/196]	 loss 2.58347	 loss_align: 0.1485 loss_distill: 2.4350 
Epoch: [80][135/196]	 loss 2.66467	 loss_align: 0.1253 loss_distill: 2.5393 
Epoch: [80][140/196]	 loss 2.59869	 loss_align: 0.0897 loss_distill: 2.5089 
Epoch: [80][145/196]	 loss 2.67831	 loss_align: 0.1154 loss_distill: 2.5629 
Epoch: [80][150/196]	 loss 2.87672	 loss_align: 0.0823 loss_distill: 2.7944 
Epoch: [80][155/196]	 loss 2.79069	 loss_align: 0.0888 loss_distill: 2.7018 
Epoch: [80][160/196]	 loss 2.87157	 loss_align: 0.0923 loss_distill: 2.7793 
Epoch: [80][165/196]	 loss 2.95423	 loss_align: 0.1036 loss_distill: 2.8506 
Epoch: [80][170/196]	 loss 2.61237	 loss_align: 0.0855 loss_distill: 2.5269 
Epoch: [80][175/196]	 loss 2.57839	 loss_align: 0.1033 loss_distill: 2.4750 
Epoch: [80][180/196]	 loss 2.70637	 loss_align: 0.1400 loss_distill: 2.5664 
Epoch: [80][185/196]	 loss 2.73137	 loss_align: 0.1334 loss_distill: 2.5980 
Epoch: [80][190/196]	 loss 2.63752	 loss_align: 0.2731 loss_distill: 2.3644 
Epoch: [80][195/196]	 loss 0.25249	 loss_align: 0.0311 loss_distill: 0.2214 
Train Epoch: 80 Avg Loss: 2.6895 Batch_size: 256 lr: 0.00631376 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [81][0/196]	 loss 2.83977	 loss_align: 0.1448 loss_distill: 2.6949 
Epoch: [81][5/196]	 loss 2.58596	 loss_align: 0.0826 loss_distill: 2.5034 
Epoch: [81][10/196]	 loss 2.56918	 loss_align: 0.0872 loss_distill: 2.4820 
Epoch: [81][15/196]	 loss 2.89443	 loss_align: 0.0840 loss_distill: 2.8104 
Epoch: [81][20/196]	 loss 2.61072	 loss_align: 0.1470 loss_distill: 2.4637 
Epoch: [81][25/196]	 loss 2.94490	 loss_align: 0.1320 loss_distill: 2.8129 
Epoch: [81][30/196]	 loss 2.73879	 loss_align: 0.1814 loss_distill: 2.5574 
Epoch: [81][35/196]	 loss 2.56822	 loss_align: 0.1006 loss_distill: 2.4677 
Epoch: [81][40/196]	 loss 2.55975	 loss_align: 0.0715 loss_distill: 2.4882 
Epoch: [81][45/196]	 loss 2.69958	 loss_align: 0.1119 loss_distill: 2.5876 
Epoch: [81][50/196]	 loss 2.63599	 loss_align: 0.1031 loss_distill: 2.5329 
Epoch: [81][55/196]	 loss 2.48635	 loss_align: 0.0661 loss_distill: 2.4203 
Epoch: [81][60/196]	 loss 2.82434	 loss_align: 0.0776 loss_distill: 2.7467 
Epoch: [81][65/196]	 loss 2.58382	 loss_align: 0.0619 loss_distill: 2.5219 
Epoch: [81][70/196]	 loss 2.69556	 loss_align: 0.0892 loss_distill: 2.6064 
Epoch: [81][75/196]	 loss 2.76336	 loss_align: 0.1941 loss_distill: 2.5693 
Epoch: [81][80/196]	 loss 2.66181	 loss_align: 0.0778 loss_distill: 2.5840 
Epoch: [81][85/196]	 loss 2.75448	 loss_align: 0.0868 loss_distill: 2.6677 
Epoch: [81][90/196]	 loss 2.55880	 loss_align: 0.0905 loss_distill: 2.4683 
Epoch: [81][95/196]	 loss 2.52643	 loss_align: 0.1352 loss_distill: 2.3912 
Epoch: [81][100/196]	 loss 2.67840	 loss_align: 0.0610 loss_distill: 2.6174 
Epoch: [81][105/196]	 loss 2.62830	 loss_align: 0.0930 loss_distill: 2.5353 
Epoch: [81][110/196]	 loss 2.39212	 loss_align: 0.1014 loss_distill: 2.2908 
Epoch: [81][115/196]	 loss 2.77910	 loss_align: 0.1081 loss_distill: 2.6710 
Epoch: [81][120/196]	 loss 2.90050	 loss_align: 0.1004 loss_distill: 2.8001 
Epoch: [81][125/196]	 loss 2.83680	 loss_align: 0.1215 loss_distill: 2.7153 
Epoch: [81][130/196]	 loss 2.95527	 loss_align: 0.2078 loss_distill: 2.7475 
Epoch: [81][135/196]	 loss 2.74287	 loss_align: 0.1160 loss_distill: 2.6268 
Epoch: [81][140/196]	 loss 2.57999	 loss_align: 0.0992 loss_distill: 2.4808 
Epoch: [81][145/196]	 loss 2.80652	 loss_align: 0.1024 loss_distill: 2.7041 
Epoch: [81][150/196]	 loss 2.74357	 loss_align: 0.1127 loss_distill: 2.6309 
Epoch: [81][155/196]	 loss 2.50012	 loss_align: 0.1177 loss_distill: 2.3824 
Epoch: [81][160/196]	 loss 2.56196	 loss_align: 0.0979 loss_distill: 2.4641 
Epoch: [81][165/196]	 loss 2.57054	 loss_align: 0.1275 loss_distill: 2.4431 
Epoch: [81][170/196]	 loss 2.73191	 loss_align: 0.1086 loss_distill: 2.6233 
Epoch: [81][175/196]	 loss 2.52583	 loss_align: 0.0803 loss_distill: 2.4456 
Epoch: [81][180/196]	 loss 2.69036	 loss_align: 0.1362 loss_distill: 2.5542 
Epoch: [81][185/196]	 loss 2.39116	 loss_align: 0.0793 loss_distill: 2.3118 
Epoch: [81][190/196]	 loss 2.58916	 loss_align: 0.0611 loss_distill: 2.5281 
Epoch: [81][195/196]	 loss 0.18192	 loss_align: 0.0429 loss_distill: 0.1390 
Train Epoch: 81 Avg Loss: 2.6645 Batch_size: 256 lr: 0.00853181 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [82][0/196]	 loss 2.74507	 loss_align: 0.1061 loss_distill: 2.6389 
Epoch: [82][5/196]	 loss 2.56197	 loss_align: 0.1200 loss_distill: 2.4420 
Epoch: [82][10/196]	 loss 2.96313	 loss_align: 0.0905 loss_distill: 2.8727 
Epoch: [82][15/196]	 loss 2.75026	 loss_align: 0.0907 loss_distill: 2.6596 
Epoch: [82][20/196]	 loss 2.58588	 loss_align: 0.1036 loss_distill: 2.4823 
Epoch: [82][25/196]	 loss 2.76364	 loss_align: 0.0956 loss_distill: 2.6680 
Epoch: [82][30/196]	 loss 2.58007	 loss_align: 0.1166 loss_distill: 2.4635 
Epoch: [82][35/196]	 loss 2.44336	 loss_align: 0.1101 loss_distill: 2.3332 
Epoch: [82][40/196]	 loss 2.38972	 loss_align: 0.1067 loss_distill: 2.2830 
Epoch: [82][45/196]	 loss 2.72404	 loss_align: 0.1561 loss_distill: 2.5679 
Epoch: [82][50/196]	 loss 2.68485	 loss_align: 0.1103 loss_distill: 2.5746 
Epoch: [82][55/196]	 loss 2.63333	 loss_align: 0.0778 loss_distill: 2.5556 
Epoch: [82][60/196]	 loss 2.74983	 loss_align: 0.0858 loss_distill: 2.6640 
Epoch: [82][65/196]	 loss 2.77632	 loss_align: 0.1106 loss_distill: 2.6657 
Epoch: [82][70/196]	 loss 2.73501	 loss_align: 0.1656 loss_distill: 2.5694 
Epoch: [82][75/196]	 loss 2.63144	 loss_align: 0.1722 loss_distill: 2.4592 
Epoch: [82][80/196]	 loss 2.75033	 loss_align: 0.0727 loss_distill: 2.6776 
Epoch: [82][85/196]	 loss 2.59735	 loss_align: 0.0877 loss_distill: 2.5096 
Epoch: [82][90/196]	 loss 2.81298	 loss_align: 0.1296 loss_distill: 2.6834 
Epoch: [82][95/196]	 loss 2.65231	 loss_align: 0.0610 loss_distill: 2.5913 
Epoch: [82][100/196]	 loss 2.61171	 loss_align: 0.0985 loss_distill: 2.5133 
Epoch: [82][105/196]	 loss 2.63574	 loss_align: 0.1311 loss_distill: 2.5047 
Epoch: [82][110/196]	 loss 3.06626	 loss_align: 0.1450 loss_distill: 2.9213 
Epoch: [82][115/196]	 loss 2.61447	 loss_align: 0.1224 loss_distill: 2.4921 
Epoch: [82][120/196]	 loss 2.62514	 loss_align: 0.0958 loss_distill: 2.5294 
Epoch: [82][125/196]	 loss 2.71594	 loss_align: 0.1197 loss_distill: 2.5962 
Epoch: [82][130/196]	 loss 2.42408	 loss_align: 0.1074 loss_distill: 2.3167 
Epoch: [82][135/196]	 loss 2.61522	 loss_align: 0.1016 loss_distill: 2.5136 
Epoch: [82][140/196]	 loss 2.94382	 loss_align: 0.1209 loss_distill: 2.8229 
Epoch: [82][145/196]	 loss 2.68513	 loss_align: 0.0691 loss_distill: 2.6160 
Epoch: [82][150/196]	 loss 2.87239	 loss_align: 0.1131 loss_distill: 2.7593 
Epoch: [82][155/196]	 loss 2.73487	 loss_align: 0.1695 loss_distill: 2.5653 
Epoch: [82][160/196]	 loss 2.89146	 loss_align: 0.1540 loss_distill: 2.7374 
Epoch: [82][165/196]	 loss 2.49368	 loss_align: 0.1247 loss_distill: 2.3689 
Epoch: [82][170/196]	 loss 2.69310	 loss_align: 0.0811 loss_distill: 2.6120 
Epoch: [82][175/196]	 loss 2.76675	 loss_align: 0.1051 loss_distill: 2.6616 
Epoch: [82][180/196]	 loss 2.69691	 loss_align: 0.0922 loss_distill: 2.6047 
Epoch: [82][185/196]	 loss 2.61506	 loss_align: 0.0952 loss_distill: 2.5198 
Epoch: [82][190/196]	 loss 2.79652	 loss_align: 0.0997 loss_distill: 2.6968 
Epoch: [82][195/196]	 loss 0.19153	 loss_align: 0.0190 loss_distill: 0.1725 
Train Epoch: 82 Avg Loss: 2.6700 Batch_size: 256 lr: 0.01101026 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [83][0/196]	 loss 2.50054	 loss_align: 0.0945 loss_distill: 2.4060 
Epoch: [83][5/196]	 loss 2.68092	 loss_align: 0.1155 loss_distill: 2.5654 
Epoch: [83][10/196]	 loss 2.95361	 loss_align: 0.1538 loss_distill: 2.7998 
Epoch: [83][15/196]	 loss 2.51233	 loss_align: 0.0713 loss_distill: 2.4411 
Epoch: [83][20/196]	 loss 2.67588	 loss_align: 0.0675 loss_distill: 2.6083 
Epoch: [83][25/196]	 loss 2.75011	 loss_align: 0.1317 loss_distill: 2.6184 
Epoch: [83][30/196]	 loss 2.63994	 loss_align: 0.0597 loss_distill: 2.5803 
Epoch: [83][35/196]	 loss 2.81521	 loss_align: 0.2022 loss_distill: 2.6130 
Epoch: [83][40/196]	 loss 2.66276	 loss_align: 0.0837 loss_distill: 2.5791 
Epoch: [83][45/196]	 loss 2.76075	 loss_align: 0.1537 loss_distill: 2.6071 
Epoch: [83][50/196]	 loss 2.81422	 loss_align: 0.1229 loss_distill: 2.6913 
Epoch: [83][55/196]	 loss 2.87882	 loss_align: 0.0950 loss_distill: 2.7838 
Epoch: [83][60/196]	 loss 2.75347	 loss_align: 0.1184 loss_distill: 2.6351 
Epoch: [83][65/196]	 loss 2.70234	 loss_align: 0.1286 loss_distill: 2.5738 
Epoch: [83][70/196]	 loss 2.85001	 loss_align: 0.1337 loss_distill: 2.7163 
Epoch: [83][75/196]	 loss 2.43046	 loss_align: 0.0689 loss_distill: 2.3615 
Epoch: [83][80/196]	 loss 2.73599	 loss_align: 0.1441 loss_distill: 2.5919 
Epoch: [83][85/196]	 loss 2.85384	 loss_align: 0.1346 loss_distill: 2.7193 
Epoch: [83][90/196]	 loss 2.84544	 loss_align: 0.1526 loss_distill: 2.6929 
Epoch: [83][95/196]	 loss 2.60861	 loss_align: 0.0897 loss_distill: 2.5189 
Epoch: [83][100/196]	 loss 2.86008	 loss_align: 0.1234 loss_distill: 2.7367 
Epoch: [83][105/196]	 loss 2.92769	 loss_align: 0.0843 loss_distill: 2.8434 
Epoch: [83][110/196]	 loss 2.60643	 loss_align: 0.1454 loss_distill: 2.4610 
Epoch: [83][115/196]	 loss 2.68212	 loss_align: 0.1474 loss_distill: 2.5347 
Epoch: [83][120/196]	 loss 2.69524	 loss_align: 0.0979 loss_distill: 2.5974 
Epoch: [83][125/196]	 loss 2.61957	 loss_align: 0.1138 loss_distill: 2.5058 
Epoch: [83][130/196]	 loss 2.84149	 loss_align: 0.0930 loss_distill: 2.7485 
Epoch: [83][135/196]	 loss 2.67255	 loss_align: 0.1389 loss_distill: 2.5337 
Epoch: [83][140/196]	 loss 2.78604	 loss_align: 0.1471 loss_distill: 2.6390 
Epoch: [83][145/196]	 loss 2.44690	 loss_align: 0.1628 loss_distill: 2.2841 
Epoch: [83][150/196]	 loss 2.79361	 loss_align: 0.1034 loss_distill: 2.6902 
Epoch: [83][155/196]	 loss 2.69926	 loss_align: 0.1519 loss_distill: 2.5473 
Epoch: [83][160/196]	 loss 2.64984	 loss_align: 0.0833 loss_distill: 2.5666 
Epoch: [83][165/196]	 loss 2.75942	 loss_align: 0.1292 loss_distill: 2.6303 
Epoch: [83][170/196]	 loss 2.60610	 loss_align: 0.1231 loss_distill: 2.4830 
Epoch: [83][175/196]	 loss 2.49376	 loss_align: 0.1073 loss_distill: 2.3864 
Epoch: [83][180/196]	 loss 2.80401	 loss_align: 0.1357 loss_distill: 2.6683 
Epoch: [83][185/196]	 loss 2.67620	 loss_align: 0.0870 loss_distill: 2.5892 
Epoch: [83][190/196]	 loss 2.64682	 loss_align: 0.1193 loss_distill: 2.5275 
Epoch: [83][195/196]	 loss 0.23387	 loss_align: 0.0381 loss_distill: 0.1958 
Train Epoch: 83 Avg Loss: 2.6733 Batch_size: 256 lr: 0.01371005 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [84][0/196]	 loss 2.82365	 loss_align: 0.1678 loss_distill: 2.6559 
Epoch: [84][5/196]	 loss 2.66058	 loss_align: 0.0867 loss_distill: 2.5739 
Epoch: [84][10/196]	 loss 2.68430	 loss_align: 0.0862 loss_distill: 2.5981 
Epoch: [84][15/196]	 loss 2.90664	 loss_align: 0.1072 loss_distill: 2.7994 
Epoch: [84][20/196]	 loss 2.66341	 loss_align: 0.0600 loss_distill: 2.6034 
Epoch: [84][25/196]	 loss 2.61594	 loss_align: 0.1224 loss_distill: 2.4935 
Epoch: [84][30/196]	 loss 2.52205	 loss_align: 0.0752 loss_distill: 2.4468 
Epoch: [84][35/196]	 loss 2.60877	 loss_align: 0.0619 loss_distill: 2.5469 
Epoch: [84][40/196]	 loss 2.85762	 loss_align: 0.1013 loss_distill: 2.7563 
Epoch: [84][45/196]	 loss 2.64525	 loss_align: 0.0839 loss_distill: 2.5613 
Epoch: [84][50/196]	 loss 2.73552	 loss_align: 0.0932 loss_distill: 2.6423 
Epoch: [84][55/196]	 loss 2.85881	 loss_align: 0.1186 loss_distill: 2.7402 
Epoch: [84][60/196]	 loss 2.60215	 loss_align: 0.1235 loss_distill: 2.4786 
Epoch: [84][65/196]	 loss 2.69827	 loss_align: 0.0785 loss_distill: 2.6197 
Epoch: [84][70/196]	 loss 2.81317	 loss_align: 0.0980 loss_distill: 2.7152 
Epoch: [84][75/196]	 loss 2.75083	 loss_align: 0.0916 loss_distill: 2.6592 
Epoch: [84][80/196]	 loss 2.68150	 loss_align: 0.1109 loss_distill: 2.5706 
Epoch: [84][85/196]	 loss 2.78952	 loss_align: 0.1439 loss_distill: 2.6456 
Epoch: [84][90/196]	 loss 2.90865	 loss_align: 0.1157 loss_distill: 2.7930 
Epoch: [84][95/196]	 loss 2.91513	 loss_align: 0.1002 loss_distill: 2.8150 
Epoch: [84][100/196]	 loss 2.59945	 loss_align: 0.0641 loss_distill: 2.5354 
Epoch: [84][105/196]	 loss 2.67337	 loss_align: 0.0913 loss_distill: 2.5821 
Epoch: [84][110/196]	 loss 2.53238	 loss_align: 0.1315 loss_distill: 2.4008 
Epoch: [84][115/196]	 loss 2.66751	 loss_align: 0.0778 loss_distill: 2.5897 
Epoch: [84][120/196]	 loss 2.66519	 loss_align: 0.1392 loss_distill: 2.5260 
Epoch: [84][125/196]	 loss 2.41946	 loss_align: 0.0871 loss_distill: 2.3323 
Epoch: [84][130/196]	 loss 2.78908	 loss_align: 0.1134 loss_distill: 2.6757 
Epoch: [84][135/196]	 loss 2.70769	 loss_align: 0.0868 loss_distill: 2.6209 
Epoch: [84][140/196]	 loss 2.61612	 loss_align: 0.0850 loss_distill: 2.5312 
Epoch: [84][145/196]	 loss 2.51302	 loss_align: 0.0971 loss_distill: 2.4159 
Epoch: [84][150/196]	 loss 2.68579	 loss_align: 0.0924 loss_distill: 2.5933 
Epoch: [84][155/196]	 loss 2.77609	 loss_align: 0.0714 loss_distill: 2.7046 
Epoch: [84][160/196]	 loss 2.69331	 loss_align: 0.1168 loss_distill: 2.5765 
Epoch: [84][165/196]	 loss 2.80209	 loss_align: 0.1070 loss_distill: 2.6951 
Epoch: [84][170/196]	 loss 2.73224	 loss_align: 0.1391 loss_distill: 2.5932 
Epoch: [84][175/196]	 loss 2.67465	 loss_align: 0.1196 loss_distill: 2.5551 
Epoch: [84][180/196]	 loss 2.80100	 loss_align: 0.1143 loss_distill: 2.6867 
Epoch: [84][185/196]	 loss 2.64027	 loss_align: 0.1409 loss_distill: 2.4994 
Epoch: [84][190/196]	 loss 2.78155	 loss_align: 0.1896 loss_distill: 2.5919 
Epoch: [84][195/196]	 loss 0.06896	 loss_align: 0.0450 loss_distill: 0.0239 
Train Epoch: 84 Avg Loss: 2.6740 Batch_size: 256 lr: 0.01658863 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [85][0/196]	 loss 2.86093	 loss_align: 0.1025 loss_distill: 2.7584 
Epoch: [85][5/196]	 loss 2.77517	 loss_align: 0.1506 loss_distill: 2.6246 
Epoch: [85][10/196]	 loss 2.92495	 loss_align: 0.2146 loss_distill: 2.7103 
Epoch: [85][15/196]	 loss 2.75074	 loss_align: 0.0630 loss_distill: 2.6878 
Epoch: [85][20/196]	 loss 2.68081	 loss_align: 0.0930 loss_distill: 2.5878 
Epoch: [85][25/196]	 loss 2.90716	 loss_align: 0.0940 loss_distill: 2.8132 
Epoch: [85][30/196]	 loss 2.64205	 loss_align: 0.0765 loss_distill: 2.5656 
Epoch: [85][35/196]	 loss 2.79608	 loss_align: 0.1486 loss_distill: 2.6475 
Epoch: [85][40/196]	 loss 2.69077	 loss_align: 0.0982 loss_distill: 2.5926 
Epoch: [85][45/196]	 loss 3.01729	 loss_align: 0.1393 loss_distill: 2.8780 
Epoch: [85][50/196]	 loss 2.64749	 loss_align: 0.1204 loss_distill: 2.5271 
Epoch: [85][55/196]	 loss 2.62200	 loss_align: 0.1213 loss_distill: 2.5007 
Epoch: [85][60/196]	 loss 2.57697	 loss_align: 0.1016 loss_distill: 2.4753 
Epoch: [85][65/196]	 loss 2.67942	 loss_align: 0.1537 loss_distill: 2.5257 
Epoch: [85][70/196]	 loss 2.84381	 loss_align: 0.1084 loss_distill: 2.7354 
Epoch: [85][75/196]	 loss 2.83417	 loss_align: 0.1287 loss_distill: 2.7055 
Epoch: [85][80/196]	 loss 2.77699	 loss_align: 0.1509 loss_distill: 2.6261 
Epoch: [85][85/196]	 loss 2.65069	 loss_align: 0.1133 loss_distill: 2.5373 
Epoch: [85][90/196]	 loss 2.57030	 loss_align: 0.0723 loss_distill: 2.4980 
Epoch: [85][95/196]	 loss 2.63398	 loss_align: 0.1152 loss_distill: 2.5188 
Epoch: [85][100/196]	 loss 2.46505	 loss_align: 0.0992 loss_distill: 2.3659 
Epoch: [85][105/196]	 loss 2.65427	 loss_align: 0.1174 loss_distill: 2.5369 
Epoch: [85][110/196]	 loss 2.67492	 loss_align: 0.1462 loss_distill: 2.5287 
Epoch: [85][115/196]	 loss 2.76498	 loss_align: 0.1241 loss_distill: 2.6408 
Epoch: [85][120/196]	 loss 2.93169	 loss_align: 0.1977 loss_distill: 2.7340 
Epoch: [85][125/196]	 loss 2.71157	 loss_align: 0.0962 loss_distill: 2.6154 
Epoch: [85][130/196]	 loss 2.65773	 loss_align: 0.1381 loss_distill: 2.5196 
Epoch: [85][135/196]	 loss 2.59228	 loss_align: 0.1113 loss_distill: 2.4810 
Epoch: [85][140/196]	 loss 2.62442	 loss_align: 0.1167 loss_distill: 2.5077 
Epoch: [85][145/196]	 loss 2.69880	 loss_align: 0.1092 loss_distill: 2.5896 
Epoch: [85][150/196]	 loss 2.66539	 loss_align: 0.1163 loss_distill: 2.5491 
Epoch: [85][155/196]	 loss 2.52581	 loss_align: 0.0557 loss_distill: 2.4701 
Epoch: [85][160/196]	 loss 2.62986	 loss_align: 0.0819 loss_distill: 2.5479 
Epoch: [85][165/196]	 loss 2.57994	 loss_align: 0.1237 loss_distill: 2.4562 
Epoch: [85][170/196]	 loss 2.65512	 loss_align: 0.0892 loss_distill: 2.5659 
Epoch: [85][175/196]	 loss 2.77397	 loss_align: 0.0831 loss_distill: 2.6908 
Epoch: [85][180/196]	 loss 2.69885	 loss_align: 0.0983 loss_distill: 2.6005 
Epoch: [85][185/196]	 loss 2.70463	 loss_align: 0.1566 loss_distill: 2.5480 
Epoch: [85][190/196]	 loss 2.71060	 loss_align: 0.0891 loss_distill: 2.6215 
Epoch: [85][195/196]	 loss 0.48877	 loss_align: 0.0288 loss_distill: 0.4600 
Train Epoch: 85 Avg Loss: 2.6725 Batch_size: 256 lr: 0.01960061 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [86][0/196]	 loss 2.73527	 loss_align: 0.0900 loss_distill: 2.6453 
Epoch: [86][5/196]	 loss 2.58013	 loss_align: 0.0899 loss_distill: 2.4903 
Epoch: [86][10/196]	 loss 2.79712	 loss_align: 0.0999 loss_distill: 2.6972 
Epoch: [86][15/196]	 loss 2.77685	 loss_align: 0.1380 loss_distill: 2.6389 
Epoch: [86][20/196]	 loss 2.74131	 loss_align: 0.1700 loss_distill: 2.5713 
Epoch: [86][25/196]	 loss 2.76105	 loss_align: 0.1577 loss_distill: 2.6034 
Epoch: [86][30/196]	 loss 2.51348	 loss_align: 0.0952 loss_distill: 2.4183 
Epoch: [86][35/196]	 loss 2.78437	 loss_align: 0.0660 loss_distill: 2.7184 
Epoch: [86][40/196]	 loss 2.77836	 loss_align: 0.0967 loss_distill: 2.6817 
Epoch: [86][45/196]	 loss 2.83519	 loss_align: 0.1129 loss_distill: 2.7223 
Epoch: [86][50/196]	 loss 2.91433	 loss_align: 0.0926 loss_distill: 2.8217 
Epoch: [86][55/196]	 loss 2.47181	 loss_align: 0.0713 loss_distill: 2.4005 
Epoch: [86][60/196]	 loss 2.72044	 loss_align: 0.1132 loss_distill: 2.6073 
Epoch: [86][65/196]	 loss 2.61873	 loss_align: 0.1454 loss_distill: 2.4733 
Epoch: [86][70/196]	 loss 2.72744	 loss_align: 0.1174 loss_distill: 2.6100 
Epoch: [86][75/196]	 loss 2.70045	 loss_align: 0.1092 loss_distill: 2.5913 
Epoch: [86][80/196]	 loss 2.56082	 loss_align: 0.0629 loss_distill: 2.4979 
Epoch: [86][85/196]	 loss 2.59735	 loss_align: 0.0892 loss_distill: 2.5081 
Epoch: [86][90/196]	 loss 2.47628	 loss_align: 0.1082 loss_distill: 2.3680 
Epoch: [86][95/196]	 loss 2.66252	 loss_align: 0.0996 loss_distill: 2.5629 
Epoch: [86][100/196]	 loss 2.65504	 loss_align: 0.0555 loss_distill: 2.5995 
Epoch: [86][105/196]	 loss 2.86017	 loss_align: 0.0916 loss_distill: 2.7686 
Epoch: [86][110/196]	 loss 2.80388	 loss_align: 0.0853 loss_distill: 2.7185 
Epoch: [86][115/196]	 loss 2.89570	 loss_align: 0.1478 loss_distill: 2.7479 
Epoch: [86][120/196]	 loss 2.59466	 loss_align: 0.0989 loss_distill: 2.4958 
Epoch: [86][125/196]	 loss 2.45821	 loss_align: 0.1111 loss_distill: 2.3471 
Epoch: [86][130/196]	 loss 2.65939	 loss_align: 0.1504 loss_distill: 2.5090 
Epoch: [86][135/196]	 loss 2.64894	 loss_align: 0.0764 loss_distill: 2.5726 
Epoch: [86][140/196]	 loss 2.53088	 loss_align: 0.1266 loss_distill: 2.4043 
Epoch: [86][145/196]	 loss 2.66107	 loss_align: 0.1015 loss_distill: 2.5596 
Epoch: [86][150/196]	 loss 2.61046	 loss_align: 0.1124 loss_distill: 2.4981 
Epoch: [86][155/196]	 loss 2.48953	 loss_align: 0.1088 loss_distill: 2.3807 
Epoch: [86][160/196]	 loss 2.79628	 loss_align: 0.1441 loss_distill: 2.6522 
Epoch: [86][165/196]	 loss 2.41750	 loss_align: 0.0614 loss_distill: 2.3561 
Epoch: [86][170/196]	 loss 2.58710	 loss_align: 0.0811 loss_distill: 2.5060 
Epoch: [86][175/196]	 loss 2.81643	 loss_align: 0.1089 loss_distill: 2.7075 
Epoch: [86][180/196]	 loss 2.60250	 loss_align: 0.0758 loss_distill: 2.5267 
Epoch: [86][185/196]	 loss 2.70547	 loss_align: 0.0645 loss_distill: 2.6410 
Epoch: [86][190/196]	 loss 2.74215	 loss_align: 0.1613 loss_distill: 2.5808 
Epoch: [86][195/196]	 loss -0.09793	 loss_align: 0.0203 loss_distill: -0.1182 
Train Epoch: 86 Avg Loss: 2.6534 Batch_size: 256 lr: 0.02269849 txt_file: ./preparing_clip/pth/cifar100_a_photo_of_label.pth n_ctx:40
Epoch: [87][0/196]	 loss 2.58869	 loss_align: 0.1113 loss_distill: 2.4774 
Epoch: [87][5/196]	 loss 2.61508	 loss_align: 0.0776 loss_distill: 2.5375 
Epoch: [87][10/196]	 loss 2.82918	 loss_align: 0.0678 loss_distill: 2.7613 
Epoch: [87][15/196]	 loss 2.60995	 loss_align: 0.0754 loss_distill: 2.5345 
Epoch: [87][20/196]	 loss 2.62427	 loss_align: 0.1062 loss_distill: 2.5180 
Epoch: [87][25/196]	 loss 2.65917	 loss_align: 0.1063 loss_distill: 2.5529 
Epoch: [87][30/196]	 loss 2.47527	 loss_align: 0.0953 loss_distill: 2.3799 
Epoch: [87][35/196]	 loss 2.71062	 loss_align: 0.0908 loss_distill: 2.6198 
Epoch: [87][40/196]	 loss 2.57835	 loss_align: 0.1147 loss_distill: 2.4636 
Epoch: [87][45/196]	 loss 2.78839	 loss_align: 0.2323 loss_distill: 2.5561 
Epoch: [87][50/196]	 loss 2.69103	 loss_align: 0.0801 loss_distill: 2.6109 
Epoch: [87][55/196]	 loss 2.60750	 loss_align: 0.0755 loss_distill: 2.5320 
Epoch: [87][60/196]	 loss 2.62206	 loss_align: 0.1382 loss_distill: 2.4839 
